Promotion of Autoimmune Diabetes by Cereal Diet in the Presence or Absence of Microbes Associated With Gut Immune Activation, Regulatory Imbalance, and Altered Cathelicidin Antimicrobial Peptide	diabetes	8.095
Lactobacillus fermentum (PCC®) supplementation and gastrointestinal and respiratory-tract illness symptoms: a randomised control trial in athletes	nutrition journal	2.597
Pervasiveness of Parasites in Pollinators	plos one	3.234
Flavanols and Anthocyanins in Cardiovascular Health: A Review of Current Evidence	international journal of molecular sciences	2.862
Role of a Bacillus subtilis Direct-Fed Microbial on Digesta Viscosity, Bacterial Translocation, and Bone Mineralization in Turkey Poults Fed with a Rye-Based Diet	frontiers in veterinary science	NO IMPACT
Antibiotic resistance shaping multi-level population biology of bacteria	frontiers in microbiology	3.989
Differences in the Structure of the Gut Bacteria Communities in Development Stages of the Chinese White Pine Beetle (Dendroctonus armandi)	international journal of molecular sciences	2.862
Innate lymphoid cell development requires TOX-dependent generation of a common ILC progenitor	nature immunology	20.004
Intestinal CD103+, but not CX3CR1+, antigen sampling cells migrate in lymph and serve classical dendritic cell functions	the journal of experimental medicine	NO IMPACT
Mucosa-Associated Bacterial Microbiome of the Gastrointestinal Tract of Weaned Pigs and Dynamics Linked to Dietary Calcium-Phosphorus	plos one	3.234
Gut Microbiota in HIV Infection: Implication for Disease Progression and Management	gastroenterology research and practice	1.749
Genetic Variation in Vitamin B-12 Content of Bovine Milk and Its Association with SNP along the Bovine Genome	plos one	3.234
Serotonin and GI Disorders: An Update on Clinical and Experimental Studies	clinical and translational gastroenterology	NO IMPACT
The Effects of Freezing on Faecal Microbiota as Determined Using MiSeq Sequencing and Culture-Based Investigations	plos one	3.234
A Specific Prebiotic Mixture Added to Starting Infant Formula Has Long-Lasting Bifidogenic Effects123	the journal of nutrition	NO IMPACT
A model for the role of gut bacteria in the development of autoimmunity for type 1 diabetes	diabetologia	6.671
Seaweed Supplements Normalise Metabolic, Cardiovascular and Liver Responses in High-Carbohydrate, High-Fat Fed Rats	marine drugs	2.853
The effect of short-chain fatty acids on human monocyte-derived dendritic cells	scientific reports	5.578
Exercise induction of gut microbiota modifications in obese, non-obese and hypertensive rats	bmc genomics	3.986
Draft Genome Sequence of Aeromonas veronii Hm21, a Symbiotic Isolate from the Medicinal Leech Digestive Tract	genome announcements	NO IMPACT
New mechanisms of metformin action: Focusing on mitochondria and the gut	journal of diabetes investigation	1.825
Finding and identifying the viral needle in the metagenomic haystack: trends and challenges	frontiers in microbiology	3.989
Bioassay design and length of time in the laboratory affect intercolonial interactions of the Formosan subterranean termite (Isoptera, Rhinotermitidae)	insectes sociaux	1.022
Human gut microbiome viewed across age and geography	nature	41.456
Identification of Cyclopropaneoctanoic Acid 2-Hexyl in Human Adipose Tissue and Serum	lipids	1.854
Proteomic tools to decipher microbial community structure and functioning	environmental science and pollution research international	NO IMPACT
Antivirulence Activity of the Human Gut Metabolome	mbio	6.786
Big Brains, Meat, Tuberculosis, and the Nicotinamide Switches: Co-Evolutionary Relationships with Modern Repercussions?	international journal of tryptophan research : ijtr	NO IMPACT
What is new in the liver sinusoids? meeting report, 16th International Symposium on Cells of the Hepatic Sinusoid (ISCHS)	fibrogenesis & tissue repair	NO IMPACT
Comparison of the Immunomodulatory Properties of Three Probiotic Strains of Lactobacilli Using Complex Culture Systems: Prediction for In Vivo Efficacy	plos one	3.234
Promoter Sequence of Shiga Toxin 2 (Stx2) Is Recognized In Vivo, Leading to Production of Biologically Active Stx2	mbio	6.786
An In Vitro Model of the Horse Gut Microbiome Enables Identification of Lactate-Utilizing Bacteria That Differentially Respond to Starch Induction	plos one	3.234
Nutrition and immunity in newborns	italian journal of pediatrics	1.523
HCC Development Is Associated to Peripheral Insulin Resistance in a Mouse Model of NASH	plos one	3.234
Diet-Induced Alterations in Total and Metabolically Active Microbes within the Rumen of Dairy Cows	plos one	3.234
Assessing the Human Gut Microbiota in Metabolic Diseases	diabetes	8.095
Involvement of main diarrheagenic Escherichia coli, with emphasis on enteroaggregative E. coli, in severe non-epidemic pediatric diarrhea in a high-income country	bmc infectious diseases	2.613
Identification of Novel Components Influencing Colonization Factor Antigen I Expression in Enterotoxigenic Escherichia coli	plos one	3.234
Structure of a membrane-attack complex/perforin (MACPF) family protein from the human gut symbiont Bacteroides thetaiotaomicron
            	acta crystallographica section f: structural biology and crystallization communications	NO IMPACT
Protection against Diarrhea Associated with Giardia intestinalis Is Lost with Multi-Nutrient Supplementation: A Study in Tanzanian Children	plos neglected tropical diseases	4.446
Apoptosis, Necrosis, and Necroptosis in the Gut and Intestinal
Homeostasis	mediators of inflammation	3.236
Role of Mast Cells in Inflammatory Bowel Disease and Inflammation-Associated Colorectal Neoplasia in IL-10-Deficient Mice	plos one	3.234
NHLBI perspectives on the growth of heart, lung, blood and sleep conditions in Africa: global and domestic insights, challenges and opportunities	cardiovascular journal of africa	0.789
Divalent metal-ion transporter 1 is decreased in intestinal epithelial cells and contributes to the anemia in inflammatory bowel disease	scientific reports	5.578
“Snake-oil,” “quack medicine,” and “industrially cultured organisms:” biovalue and the commercialization of human microbiome research	bmc medical ethics	1.495
Pathobiology of Salmonella, Intestinal Microbiota, and the Host Innate Immune Response	frontiers in immunology	NO IMPACT
High-throughput Methods Redefine the Rumen Microbiome and Its Relationship with Nutrition and Metabolism	bioinformatics and biology insights	NO IMPACT
Bacterial Community Composition Associated with Chironomid Egg Masses	journal of insect science	1.025
Effect of Deoxynivalenol and Other Type B Trichothecenes on the Intestine: A Review 	toxins	2.938
Association of the European Lactase Persistence Variant (LCT-13910 C>T Polymorphism) with Obesity in the Canary Islands	plos one	3.234
Postoperative Peritonitis Without An Underlying Digestive Fistula After Complete Cytoreductive Surgery Plus HIPEC	saudi journal of gastroenterology : official journal of the saudi gastroenterology association	NO IMPACT
HemI: A Toolkit for Illustrating Heatmaps	plos one	3.234
Coeliac Disease	autoimmune diseases	NO IMPACT
Human-to-mosquito transmission efficiency increases as malaria is controlled	nature communications	11.47
Patients Lacking Sustainable Long-Term Weight Loss after Gastric Bypass Surgery Show Signs of Decreased Inhibitory Control of Prepotent Responses	plos one	3.234
Effect of antimicrobial growth promoter administration on the intestinal microbiota of beef cattle	gut pathogens	2.281
High-throughput sequencing for the study of bacterial pathogen biology	current opinion in microbiology	5.9
Protein Kinase C-Dependent Signaling Controls the Midgut Epithelial Barrier to Malaria Parasite Infection in Anopheline Mosquitoes	plos one	3.234
Effect of calcium phosphate and vitamin D3 supplementation on bone remodelling and metabolism of calcium, phosphorus, magnesium and iron	nutrition journal	2.597
The Functional −765G→C Polymorphism of the COX-2 Gene May Reduce the Risk of Developing Crohn's Disease	plos one	3.234
Variation in Rural African Gut Microbiota Is Strongly Correlated with Colonization by Entamoeba and Subsistence	plos genetics	7.528
Inhibitory activity of postbiotic produced by strains of Lactobacillus plantarum using reconstituted media supplemented with inulin	gut pathogens	2.281
De Novo Transcriptome Sequencing of the Octopus vulgaris Hemocytes Using Illumina RNA-Seq Technology: Response to the Infection by the Gastrointestinal Parasite Aggregata octopiana	plos one	3.234
Probiotics and gastrointestinal disease: successes, problems and future prospects	gut pathogens	2.281
Protein phosphatase 4 is an essential positive regulator for Treg development, function, and protective gut immunity	cell & bioscience	NO IMPACT
Integrating microbial and host transcriptomics to characterize asthma-associated microbial communities	bmc medical genomics	2.873
The Environment Within: Exploring the Role of the Gut Microbiome in Health and Disease	environmental health perspectives	7.977
Chronic Exposure to Deoxynivalenol Has No Influence on the Oral Bioavailability of Fumonisin B1 in Broiler Chickens	toxins	2.938
2014 Joint ACTRIMS-ECTRIMS Meeting (MSBoston 2014) MS Journal Online: Poster Session 1	multiple sclerosis (houndmills, basingstoke, england)	NO IMPACT
Does the Arthropod Microbiota Impact the Establishment of Vector-Borne Diseases in Mammalian Hosts?	plos pathogens	7.562
Impact on Human Health of Microorganisms Present in Fermented Dairy Products: An Overview	biomed research international	1.579
Average genome size estimation improves comparative metagenomics and sheds light on the functional ecology of the human microbiome	genome biology	10.81
Restoration of Euglycemia After Duodenal Bypass Surgery Is Reliant on Central and Peripheral Inputs in Zucker fa/fa Rats	diabetes	8.095
Alterations of Bacteroides sp., Neisseria sp., Actinomyces sp., and Streptococcus sp. populations in the oropharyngeal microbiome are associated with liver cirrhosis and pneumonia	bmc infectious diseases	2.613
Lactic acid bacteria—20 years exploring their potential as live vectors for mucosal vaccination	applied microbiology and biotechnology	3.337
Various Forms of Tissue Damage and Danger Signals Following Hematopoietic Stem-Cell Transplantation	frontiers in immunology	NO IMPACT
Anti-Inflammatory Effects of Resveratrol, Curcumin and Simvastatin in Acute Small Intestinal Inflammation	plos one	3.234
Escherichia Coli: an Important Pathogen in Patients with Hematologic Malignancies	mediterranean journal of hematology and infectious diseases	NO IMPACT
Tropical sprue: a riddle wrapped in a mystery inside an enigma The invisible ones: Sexual minorities	the indian journal of medical research	NO IMPACT
Changes in Intake of Fruits and Vegetables and Weight Change in United States Men and Women Followed for Up to 24 Years: Analysis from Three Prospective Cohort Studies	plos medicine	14.429
An update on necrotizing enterocolitis: pathogenesis and preventive strategies	korean journal of pediatrics	NO IMPACT
Lactic acid bacteria: reviewing the potential of a promising delivery live vector for biomedical purposes	microbial cell factories	4.221
Microbiota and healthy ageing: observational and nutritional intervention studies	microbial biotechnology	3.081
VAMPS: a website for visualization and analysis of microbial population structures	bmc bioinformatics	2.576
Clinical Metabolomics and Nutrition: The New Frontier in Neonatology and Pediatrics	biomed research international	1.579
